inverter_id,sigma_key,acute_sigma,fallback_acute_sigma
INV 01.01.005,250-450|60+,0.03364804802581414,0.05731078384062489
INV 01.01.005,250-450|8-18,0.04383196566454716,0.1000233083356748
INV 01.01.005,450-650|18-30,0.04248959459536056,0.08973656302677488
INV 01.01.005,450-650|30-45,0.04092453009148592,0.04883495794712288
INV 01.01.005,450-650|45-60,0.05974860183738598,0.07038963345783898
INV 01.01.005,450-650|60+,0.05968263751395159,0.07136301036596528
INV 01.01.005,450-650|8-18,0.06367712195223374,0.1372128463078021
INV 01.01.005,650-850|18-30,0.06668887937124268,0.10751440332856578
INV 01.01.005,650-850|30-45,0.038334206394189836,0.07156294158184144
INV 01.01.005,650-850|45-60,0.05078747538613182,0.06061827031721666
INV 01.01.005,650-850|60+,0.0855640805913655,0.10214543936986327
INV 01.01.005,850+|18-30,0.10610480625110699,0.0947144412693271
INV 01.01.005,850+|30-45,0.0368710479540411,0.07565919066554155
INV 01.01.005,850+|45-60,0.03655732049352849,0.04672800592078137
INV 01.01.005,850+|60+,0.046558854159717694,0.058460825850471215
INV 01.01.006,100-250|18-30,0.015,0.06952106257363422
INV 01.01.006,100-250|30-45,0.017738271622114166,0.06781641380299933
INV 01.01.006,100-250|45-60,0.015,0.06532721967558715
INV 01.01.006,100-250|60+,0.015,0.0640809484748495
INV 01.01.006,100-250|8-18,0.02369930573751191,0.06215604808830127
INV 01.01.006,250-450|18-30,0.028516491927183626,0.06178241449859519
INV 01.01.006,250-450|30-45,0.038893617466228464,0.06307393098444204
INV 01.01.006,250-450|45-60,0.0347383478910816,0.059257601942802426
INV 01.01.006,250-450|60+,0.03242850543611176,0.05731078384062489
INV 01.01.006,250-450|8-18,0.04095801971419987,0.1000233083356748
INV 01.01.006,450-650|18-30,0.03328211342941743,0.08973656302677488
INV 01.01.006,450-650|30-45,0.04045126466167862,0.04883495794712288
INV 01.01.006,450-650|45-60,0.05945174008367007,0.07038963345783898
INV 01.01.006,450-650|60+,0.05959588745657281,0.07136301036596528
INV 01.01.006,450-650|8-18,0.06119632859970191,0.1372128463078021
INV 01.01.006,650-850|18-30,0.04174649043363452,0.10751440332856578
INV 01.01.006,650-850|30-45,0.03448159518286961,0.07156294158184144
INV 01.01.006,650-850|45-60,0.05145007403432583,0.06061827031721666
INV 01.01.006,650-850|60+,0.08700634805262268,0.10214543936986327
INV 01.01.006,850+|18-30,0.03148853147949056,0.0947144412693271
INV 01.01.006,850+|30-45,0.04931855783619313,0.07565919066554155
INV 01.01.006,850+|45-60,0.03791539644926173,0.04672800592078137
INV 01.01.006,850+|60+,0.05011759210464187,0.058460825850471215
INV 01.01.007,100-250|18-30,0.01811824287551068,0.06952106257363422
INV 01.01.007,100-250|30-45,0.017753795121144462,0.06781641380299933
INV 01.01.007,100-250|45-60,0.015,0.06532721967558715
INV 01.01.007,100-250|60+,0.015,0.0640809484748495
INV 01.01.007,100-250|8-18,0.023780385105301803,0.06215604808830127
INV 01.01.007,250-450|18-30,0.02910972232826902,0.06178241449859519
INV 01.01.007,250-450|30-45,0.04131115072829846,0.06307393098444204
INV 01.01.007,250-450|45-60,0.03756635798174862,0.059257601942802426
INV 01.01.007,250-450|60+,0.03459495880732823,0.05731078384062489
INV 01.01.007,250-450|8-18,0.04034312064660889,0.1000233083356748
INV 01.01.007,450-650|18-30,0.047530505032371884,0.08973656302677488
INV 01.01.007,450-650|30-45,0.04405468784853668,0.04883495794712288
INV 01.01.007,450-650|45-60,0.0632795763396119,0.07038963345783898
INV 01.01.007,450-650|60+,0.06233865135158569,0.07136301036596528
INV 01.01.007,450-650|8-18,0.038455807072644545,0.1372128463078021
INV 01.01.007,650-850|18-30,0.05779450721114518,0.10751440332856578
INV 01.01.007,650-850|30-45,0.04688034737458586,0.07156294158184144
INV 01.01.007,650-850|45-60,0.053763000001610314,0.06061827031721666
INV 01.01.007,650-850|60+,0.09044154268393614,0.10214543936986327
INV 01.01.007,850+|18-30,0.0845803504770599,0.0947144412693271
INV 01.01.007,850+|30-45,0.051934177714125264,0.07565919066554155
INV 01.01.007,850+|45-60,0.040552166499780364,0.04672800592078137
INV 01.01.007,850+|60+,0.05608075157340846,0.058460825850471215
INV 01.02.008,100-250|18-30,0.016409907847706368,0.06952106257363422
